City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,Yaan,7.3833,8.5667,81.19,16,40,1.48,NG,2021-03-03 23:02:24
275,Petropavlovsk-Kamchatskiy,53.0452,158.6483,12.2,57,75,13.42,RU,2021-03-03 23:02:25
276,Tambopata,-12.7333,-69.1833,77.85,88,81,2.91,PE,2021-03-03 23:02:25
277,Great Yarmouth,52.6083,1.7305,37.99,100,75,3.44,GB,2021-03-03 23:02:25
278,Hohhot,40.8106,111.6522,23.0,74,0,6.71,CN,2021-03-03 23:02:26
279,Salur,18.5333,83.2167,68.81,56,0,1.41,IN,2021-03-03 23:02:26
280,Tahe,52.3333,124.7333,-3.96,91,100,2.91,CN,2021-03-03 23:02:27
281,Cherskiy,68.75,161.3,-11.0,87,100,9.37,RU,2021-03-03 23:02:27
282,Broome,42.2506,-75.833,37.4,60,90,8.05,US,2021-03-03 23:02:27
283,Domoni,-12.2569,44.5319,80.28,80,17,11.07,KM,2021-03-03 23:02:28
284,Jackson,42.4165,-122.8345,66.99,29,1,4.61,US,2021-03-03 23:02:28
285,Willowmore,-33.2926,23.4895,63.9,75,8,8.21,ZA,2021-03-03 23:02:28
286,Dalfsen,52.5,6.25,39.0,96,35,5.35,NL,2021-03-03 23:02:28
287,Whitehorse,60.7161,-135.0538,25.0,63,75,4.61,CA,2021-03-03 23:02:29
288,Sharjah,25.3573,55.4033,77.0,68,0,3.44,AE,2021-03-03 23:01:01
289,Turinskaya Sloboda,57.6232,64.3858,17.04,97,85,6.38,RU,2021-03-03 23:02:29
290,Churapcha,62.0025,132.4325,-24.79,97,100,6.58,RU,2021-03-03 23:02:29
